City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
199,Qasigiannguit,GL,2022-09-12 16:32:55,68.8193,-51.1922,46.65,90,100,11.7
200,Muros,ES,2022-09-12 16:24:31,42.7762,-9.0603,73.17,82,99,7.96
201,Labuhan,ID,2022-09-12 16:25:55,-6.8844,112.2051,80.19,75,14,7.34
202,Nanortalik,GL,2022-09-12 16:32:55,60.1432,-45.2371,44.96,86,21,10.98
203,Cedar Falls,US,2022-09-12 16:31:16,42.5278,-92.4455,69.58,59,100,17.27
204,Kununurra,AU,2022-09-12 16:32:56,-15.7667,128.7333,78.78,61,32,3.44
205,Beeville,US,2022-09-12 16:32:56,28.4008,-97.7483,91.29,54,0,6.91
206,Gorontalo,ID,2022-09-12 16:32:56,0.5412,123.0595,74.14,96,66,2.28
207,Severo-Kurilsk,RU,2022-09-12 16:25:48,50.6789,156.125,53.17,76,100,3.38
208,Cabo San Lucas,MX,2022-09-12 16:32:57,22.8909,-109.9124,86.61,70,0,0.0
209,Port Shepstone,ZA,2022-09-12 16:32:57,-30.7414,30.455,61.79,79,100,6.91
210,Tralee,IE,2022-09-12 16:32:58,52.2704,-9.7026,64.65,94,75,5.75
211,Cravo Norte,CO,2022-09-12 16:32:58,6.3017,-70.2041,89.94,56,49,3.27
212,Vao,NC,2022-09-12 16:32:59,-22.6667,167.4833,73.17,82,93,13.47
213,Farafenni,GM,2022-09-12 16:32:59,13.5667,-15.6,82.22,83,90,8.21
214,Agropoli,IT,2022-09-12 16:32:59,40.3469,14.9966,83.08,63,0,4.92
215,La Ceiba,HN,2022-09-12 16:33:00,15.7597,-86.7822,85.82,70,20,4.61
216,Ordynskoye,RU,2022-09-12 16:33:00,54.3656,81.8994,40.77,71,86,1.59
217,Kijang,KR,2022-09-12 16:33:01,35.2442,129.2139,74.93,88,100,10.38
218,Kedrovyy,RU,2022-09-12 16:33:01,56.1667,91.8167,43.21,95,98,10.85
219,Esperance,AU,2022-09-12 16:33:02,-33.8667,121.9,59.9,72,53,11.43
220,Rawson,AR,2022-09-12 16:33:02,-43.3002,-65.1023,51.64,62,14,17.36
221,Harper,LR,2022-09-12 16:34:02,4.375,-7.7169,77.04,80,97,9.22
222,Cururupu,BR,2022-09-12 16:34:03,-1.8283,-44.8683,84.52,64,99,7.38
223,Wufeng,CN,2022-09-12 16:34:04,27.45,104.8333,55.69,95,39,2.95
224,Ligayan,PH,2022-09-12 16:34:05,4.6533,119.4706,82.83,69,7,1.21
225,Dombarovskiy,RU,2022-09-12 16:34:05,50.7587,59.5386,53.89,46,100,9.01
226,Moissala,TD,2022-09-12 16:34:05,8.3404,17.7663,72.57,95,100,4.14
227,Inhambane,MZ,2022-09-12 16:27:17,-23.865,35.3833,75.18,83,40,11.5
228,Ajdabiya,LY,2022-09-12 16:34:06,30.7554,20.2263,79.99,71,0,14.43
229,Ulaanbaatar,MN,2022-09-12 16:33:55,47.9077,106.8832,71.73,24,40,15.66
230,Airai,TL,2022-09-12 16:34:07,-8.9266,125.4092,57.79,65,75,2.55
231,Tura,IN,2022-09-12 16:34:07,25.5198,90.2201,71.78,98,100,4.68
232,Naze,JP,2022-09-12 16:34:08,28.3667,129.4833,81.52,86,100,16.4
233,Mayo,US,2022-09-12 16:32:32,38.8876,-76.5119,83.3,90,100,5.75
234,Machico,PT,2022-09-12 16:34:09,32.7,-16.7667,79.43,73,40,4.61
235,Gonen,TR,2022-09-12 16:34:09,40.1049,27.654,71.56,67,13,4.54
236,Antalaha,MG,2022-09-12 16:34:10,-14.9003,50.2788,68.05,88,31,7.85
237,San Carlos,VE,2022-09-12 16:32:45,9.6612,-68.5827,84.76,71,26,3.76
238,Navrongo,GH,2022-09-12 16:34:11,10.8956,-1.0921,72.68,93,100,2.84
239,La Ronge,CA,2022-09-12 16:30:40,55.1001,-105.2842,57.45,41,20,14.97
240,Pisco,PE,2022-09-12 16:24:53,-13.7,-76.2167,65.01,77,40,6.91
241,Alofi,NU,2022-09-12 16:34:12,-19.0595,-169.9187,67.89,100,40,1.14
242,Galle,LK,2022-09-12 16:27:16,6.0367,80.217,77.99,90,58,6.76
243,Atar,MR,2022-09-12 16:34:12,20.5169,-13.0499,103.89,20,34,8.95
244,Mangrol,IN,2022-09-12 16:27:28,21.1167,70.1167,81.28,86,100,15.97
245,Ovre Ardal,NO,2022-09-12 16:34:13,61.3167,7.8,54.48,95,100,4.18
246,Waingapu,ID,2022-09-12 16:34:13,-9.6567,120.2641,75.15,79,7,6.71
247,Byron Bay,AU,2022-09-12 16:25:52,-28.65,153.6167,58.96,86,75,11.56
248,Gobabis,NA,2022-09-12 16:34:14,-22.45,18.9667,69.75,17,1,13.96
249,Iqaluit,CA,2022-09-12 16:25:44,63.7506,-68.5145,46.13,75,100,20.71
250,Karratha,AU,2022-09-12 16:34:15,-20.7377,116.8463,70.0,68,0,7.78
251,Luderitz,NA,2022-09-12 16:27:22,-26.6481,15.1594,71.38,38,46,29.51
252,Beringovskiy,RU,2022-09-12 16:25:53,63.05,179.3167,44.33,64,100,12.24
253,Axim,GH,2022-09-12 16:34:16,4.8699,-2.2405,76.15,79,83,10.29
254,Rafaela,AR,2022-09-12 16:33:43,-31.2503,-61.4867,69.98,19,0,5.01
255,Honiara,SB,2022-09-12 16:34:16,-9.4333,159.95,75.65,75,9,4.5
256,Kiunga,PG,2022-09-12 16:27:14,-6.1219,141.2906,72.28,99,100,1.97
257,Pekan,MY,2022-09-12 16:34:17,3.4836,103.3996,78.91,86,96,2.28
258,Borgo San Lorenzo,IT,2022-09-12 16:34:17,43.9553,11.3835,82.85,51,10,1.77
259,Geraldton,AU,2022-09-12 16:25:52,-28.7667,114.6,64.81,88,100,20.71
260,Kaeo,NZ,2022-09-12 16:34:18,-35.1,173.7833,50.32,95,100,6.8
261,Buta,CD,2022-09-12 16:34:18,2.7858,24.73,71.38,96,83,1.68
262,Luoyang,CN,2022-09-12 16:25:49,34.6836,112.4536,73.85,48,0,0.51
263,Buala,SB,2022-09-12 16:34:19,-8.145,159.5921,78.71,79,62,4.97
264,Channel-Port Aux Basques,CA,2022-09-12 16:34:19,47.5702,-59.1367,68.23,72,0,14.88
265,Mandera,KE,2022-09-12 16:34:20,3.9366,41.867,89.15,31,62,12.84
266,Crixas,BR,2022-09-12 16:34:21,-14.5489,-49.9692,101.88,12,47,8.16
267,Norman Wells,CA,2022-09-12 16:34:21,65.282,-126.8329,44.64,87,40,5.75
268,Lasa,IT,2022-09-12 16:34:21,46.6166,10.7002,68.36,55,71,1.92
269,Coos Bay,US,2022-09-12 16:33:31,43.3665,-124.2179,62.58,94,40,3.44
270,Changzhou,CN,2022-09-12 16:35:23,31.7833,119.9667,70.95,88,35,5.35
271,Pinheiro Machado,BR,2022-09-12 16:35:23,-31.5783,-53.3811,58.05,83,97,6.76
272,Adelaide,AU,2022-09-12 16:35:23,-34.9333,138.6,49.32,83,0,4.61
273,Miandoab,IR,2022-09-12 16:35:24,36.9694,46.1027,77.38,20,0,1.45
274,Longyearbyen,SJ,2022-09-12 16:35:24,78.2186,15.6401,35.44,80,75,2.3
275,Chara,RU,2022-09-12 16:35:24,56.9064,118.2631,49.96,70,100,5.26
276,Diapaga,BF,2022-09-12 16:35:25,12.0708,1.7889,78.89,81,100,2.53
277,Lingyuan,CN,2022-09-12 16:35:25,41.24,119.4011,63.66,91,0,1.43
278,Jinxiang,CN,2022-09-12 16:35:25,27.4327,120.6062,74.21,79,100,8.61
279,Batticaloa,LK,2022-09-12 16:35:26,7.7102,81.6924,80.87,81,45,4.56
280,Henties Bay,NA,2022-09-12 16:35:26,-22.116,14.2845,56.41,84,1,7.56
281,Marawi,PH,2022-09-12 16:35:27,7.9986,124.2928,69.53,93,93,3.09
282,Jinan,CN,2022-09-12 16:35:27,36.6683,116.9972,73.06,64,0,3.13
283,Ketchikan,US,2022-09-12 16:22:43,55.3422,-131.6461,54.07,82,0,8.05
284,Vaitape,PF,2022-09-12 16:35:28,-16.5167,-151.75,78.67,72,97,17.92
285,Oktyabrskiy,RU,2022-09-12 16:35:28,54.4815,53.471,46.49,71,61,1.59
286,Luwuk,ID,2022-09-12 16:26:51,-0.9516,122.7875,76.08,90,33,4.92
287,Impfondo,CG,2022-09-12 16:35:29,1.6381,18.0667,73.69,89,86,2.33
288,Avera,US,2022-09-12 16:35:29,33.194,-82.5271,83.55,55,5,6.51
289,Ridgecrest,US,2022-09-12 16:30:49,35.6225,-117.6709,81.64,52,40,4.61
290,Jinchang,CN,2022-09-12 16:35:30,38.4953,102.1739,68.76,42,2,16.4
291,Preston,GB,2022-09-12 16:35:30,53.7667,-2.7167,64.33,88,75,8.05
292,Slatina-Timis,RO,2022-09-12 16:35:31,45.25,22.2833,57.9,80,85,1.86
293,Yerofey Pavlovich,RU,2022-09-12 16:35:31,53.9667,121.9667,39.63,78,29,1.74
294,Fayetteville,US,2022-09-12 16:33:02,35.0527,-78.8784,86.88,72,75,10.36
295,Cockburn Town,TC,2022-09-12 16:27:03,21.4612,-71.1419,83.21,74,15,9.26
